,student_id,course_id,instructor_id,classroom_id,timeslot_id,Course_Wise_Marks,study_date_count,difficulty_score,difficulty_level
0,2facd9b7-5ed9-4e51-90bd-629e3f4286d1,11,6ddac491-3bfa-420a-8098-f3c741f530b6,1,33,100,119,1.1782178217821782,Hard
1,2facd9b7-5ed9-4e51-90bd-629e3f4286d1,22,cff4ee54-8789-46e5-a995-15c0dea35275,11,14,64,74,1.1384615384615384,Hard
2,2facd9b7-5ed9-4e51-90bd-629e3f4286d1,2,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,13,69,67,99,1.4558823529411764,Hard
3,2facd9b7-5ed9-4e51-90bd-629e3f4286d1,16,6ddac491-3bfa-420a-8098-f3c741f530b6,22,22,78,43,0.5443037974683544,Easy
4,2facd9b7-5ed9-4e51-90bd-629e3f4286d1,21,449de61b-f2b5-406f-8445-17b960996d0a,20,47,86,69,0.7931034482758621,Medium
5,742bfaf3-68e9-4b41-85f3-1685751eda90,20,57a87455-1a19-4d48-90c9-bd9040670f85,9,4,56,34,0.5964912280701754,Medium
6,742bfaf3-68e9-4b41-85f3-1685751eda90,4,a12b297c-6ca7-436c-8318-08b5a05e1eea,1,48,87,56,0.6363636363636364,Medium
7,742bfaf3-68e9-4b41-85f3-1685751eda90,1,ba2adea1-5399-4c45-9c94-9f26f726f62e,18,15,92,58,0.6236559139784946,Medium
8,742bfaf3-68e9-4b41-85f3-1685751eda90,8,79463069-f838-4edd-9438-cdc4c95e75a2,24,71,81,34,0.4146341463414634,Easy
9,6b97e0b2-327d-4b55-84b7-b77c517fc087,16,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,25,54,65,107,1.621212121212121,Hard
10,6b97e0b2-327d-4b55-84b7-b77c517fc087,17,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,22,83,60,6,0.09836065573770492,Easy
11,6b97e0b2-327d-4b55-84b7-b77c517fc087,20,61b6a185-51b2-47f0-bfa2-7c6615e9e145,21,94,44,10,0.2222222222222222,Easy
12,6b97e0b2-327d-4b55-84b7-b77c517fc087,10,d372a3ee-4ff5-48df-a5f2-7da725570f5e,14,84,91,3,0.03260869565217391,Easy
13,6b97e0b2-327d-4b55-84b7-b77c517fc087,1,ed65e55c-cdd7-4672-bfd0-37b3a5afd703,4,33,85,117,1.3604651162790697,Hard
14,f88fe06a-26db-48b2-8096-66e000259bbf,15,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,29,93,49,72,1.44,Hard
15,e8bf1aee-c82e-422f-b7dc-8a3cf7d1ec2b,14,b53f72f1-d162-4f47-a6af-c538db450833,23,6,99,14,0.14,Easy
16,e8bf1aee-c82e-422f-b7dc-8a3cf7d1ec2b,1,fe8c95dc-f314-472c-a317-83d7bb76fbc9,8,8,48,99,2.020408163265306,Hard
17,f32086f2-c543-4575-a414-6602811c0a9f,18,61b6a185-51b2-47f0-bfa2-7c6615e9e145,14,61,77,100,1.2820512820512822,Hard
18,f32086f2-c543-4575-a414-6602811c0a9f,3,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,22,61,43,117,2.659090909090909,Hard
19,f32086f2-c543-4575-a414-6602811c0a9f,15,55a493f1-a88a-4fe2-b666-b93388223926,22,66,65,4,0.06060606060606061,Easy
20,40e5475b-979f-479b-8104-7e5b106b8d26,19,aec9a7a7-c8be-461b-8047-f0c97726edf1,13,64,85,93,1.0813953488372092,Medium
21,40e5475b-979f-479b-8104-7e5b106b8d26,18,fe8c95dc-f314-472c-a317-83d7bb76fbc9,22,45,69,19,0.2714285714285714,Easy
22,40e5475b-979f-479b-8104-7e5b106b8d26,6,c3c774e8-72c0-43bf-8075-97856dc04866,24,30,92,120,1.2903225806451613,Hard
23,0daffcaf-9e60-4ce2-921d-54d5cc46149e,9,59424c88-808c-4285-b95a-607928e016a1,4,19,81,98,1.1951219512195121,Hard
24,0daffcaf-9e60-4ce2-921d-54d5cc46149e,15,2086fb93-7036-4127-b46f-14b11794fd56,12,26,82,77,0.927710843373494,Medium
25,0daffcaf-9e60-4ce2-921d-54d5cc46149e,3,8eb8ab26-579c-4927-8866-9f0cfb37824a,28,66,93,117,1.2446808510638299,Hard
26,0daffcaf-9e60-4ce2-921d-54d5cc46149e,2,ba2adea1-5399-4c45-9c94-9f26f726f62e,6,76,64,58,0.8923076923076924,Medium
27,0daffcaf-9e60-4ce2-921d-54d5cc46149e,19,61b6a185-51b2-47f0-bfa2-7c6615e9e145,24,30,60,5,0.08196721311475409,Easy
28,c1dd54ba-2b93-423a-b50f-009b0f6718d5,12,a12b297c-6ca7-436c-8318-08b5a05e1eea,10,16,79,10,0.125,Easy
29,c1dd54ba-2b93-423a-b50f-009b0f6718d5,22,21f1397e-1a61-401a-bc67-1e74523bf8d8,20,35,75,38,0.5,Easy
30,16b18bdf-0831-4bc9-8ef5-06f4e00353f7,18,ba2adea1-5399-4c45-9c94-9f26f726f62e,6,54,56,90,1.5789473684210527,Hard
31,16b18bdf-0831-4bc9-8ef5-06f4e00353f7,2,a12b297c-6ca7-436c-8318-08b5a05e1eea,9,4,61,103,1.6612903225806452,Hard
32,16b18bdf-0831-4bc9-8ef5-06f4e00353f7,12,6ddac491-3bfa-420a-8098-f3c741f530b6,25,1,80,9,0.1111111111111111,Easy
33,16b18bdf-0831-4bc9-8ef5-06f4e00353f7,6,fc70f172-e0d8-4202-a83b-a8d6cc75de10,12,73,74,40,0.5333333333333333,Easy
34,16b18bdf-0831-4bc9-8ef5-06f4e00353f7,19,1a544d73-a68c-4d6c-8d83-98d999716ab5,24,83,64,9,0.13846153846153847,Easy
35,2ec737fa-a96e-4ec7-b9fc-235df87d3658,16,61b6a185-51b2-47f0-bfa2-7c6615e9e145,18,73,62,37,0.5873015873015873,Medium
36,eb55294c-1e87-4233-8b4d-dd4314eb90a9,10,72d8246e-bd38-49b2-88c7-96f11c51f1fb,15,44,89,84,0.9333333333333333,Medium
37,36630481-8344-41bc-93f7-0ceb32b3ee34,7,cff4ee54-8789-46e5-a995-15c0dea35275,9,92,83,100,1.1904761904761905,Hard
38,36630481-8344-41bc-93f7-0ceb32b3ee34,1,aec9a7a7-c8be-461b-8047-f0c97726edf1,24,94,43,93,2.1136363636363638,Hard
39,36630481-8344-41bc-93f7-0ceb32b3ee34,3,c0969d1b-26f7-4e83-9b27-3a4a0551f760,8,67,90,53,0.5824175824175825,Medium
40,36630481-8344-41bc-93f7-0ceb32b3ee34,4,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,12,24,66,51,0.7611940298507462,Medium
41,36630481-8344-41bc-93f7-0ceb32b3ee34,6,d3f82f56-4d74-4c26-a4c7-d20f153383cb,3,26,76,32,0.4155844155844156,Easy
42,92d6bd59-705b-4723-9c2a-8d81fb2c117f,13,6ddac491-3bfa-420a-8098-f3c741f530b6,9,77,42,42,0.9767441860465116,Medium
43,92d6bd59-705b-4723-9c2a-8d81fb2c117f,2,61b6a185-51b2-47f0-bfa2-7c6615e9e145,21,28,40,116,2.8292682926829267,Hard
44,92d6bd59-705b-4723-9c2a-8d81fb2c117f,16,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,23,60,52,115,2.169811320754717,Hard
45,92d6bd59-705b-4723-9c2a-8d81fb2c117f,14,aec9a7a7-c8be-461b-8047-f0c97726edf1,22,24,62,14,0.2222222222222222,Easy
46,d77119a1-32b0-4f4b-a4c2-97cc598ec190,18,309c4ad8-2776-4955-b1b5-8ab5409090ad,8,62,99,95,0.95,Medium
47,0b0bdcf1-a383-46f1-a0c9-7055a9f7acc6,18,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,21,22,99,62,0.62,Medium
48,0b0bdcf1-a383-46f1-a0c9-7055a9f7acc6,21,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,27,86,60,116,1.901639344262295,Hard
49,0b0bdcf1-a383-46f1-a0c9-7055a9f7acc6,12,0fc1c0b7-84d2-4abf-91e6-e4a36a1436be,23,12,42,89,2.0697674418604652,Hard
50,0b0bdcf1-a383-46f1-a0c9-7055a9f7acc6,14,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,17,71,51,37,0.7115384615384616,Medium
51,5c82cbaa-530c-4b6d-9fa7-a3e95b6c13c4,7,cff4ee54-8789-46e5-a995-15c0dea35275,5,55,78,75,0.9493670886075949,Medium
52,5c82cbaa-530c-4b6d-9fa7-a3e95b6c13c4,22,5922b91c-31eb-443e-b15f-acbae8cf8831,12,13,67,107,1.5735294117647058,Hard
53,5c82cbaa-530c-4b6d-9fa7-a3e95b6c13c4,3,cab58cac-d2f7-4d2b-bf0b-a391c1d0cb22,25,90,83,57,0.6785714285714286,Medium
54,3d5ddb83-a96b-48b2-a693-db9e336fd14f,15,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,6,12,48,39,0.7959183673469388,Medium
55,3d5ddb83-a96b-48b2-a693-db9e336fd14f,17,295c30fe-615a-4769-bade-21c7e3e975a9,14,12,52,30,0.5660377358490566,Medium
56,de5f0a46-6f13-4359-a236-07d67280f05f,14,c3c774e8-72c0-43bf-8075-97856dc04866,2,76,80,30,0.37037037037037035,Easy
57,8d5e429f-05a5-4f9b-9f01-122ae3e7430e,19,59424c88-808c-4285-b95a-607928e016a1,1,43,76,22,0.2857142857142857,Easy
58,8d5e429f-05a5-4f9b-9f01-122ae3e7430e,11,cd3a4bbc-f36c-4e3d-9158-9a39dcff7644,15,54,87,5,0.056818181818181816,Easy
59,f3f7e32d-46a9-492a-b064-1433a95cb57c,10,fc70f172-e0d8-4202-a83b-a8d6cc75de10,9,26,43,52,1.1818181818181819,Hard
60,b832eb31-019f-4346-9b18-03771321d7be,13,7ceb34df-c5cd-4a6d-bbbd-ba393535b9d2,25,38,81,33,0.4024390243902439,Easy
61,b832eb31-019f-4346-9b18-03771321d7be,14,d7e101e3-1c37-4827-872a-2a9e7994aaab,6,100,87,100,1.1363636363636365,Hard
62,b832eb31-019f-4346-9b18-03771321d7be,7,12fa2bc8-2060-41f1-a8ce-0ad8dc7c31e6,15,95,65,3,0.045454545454545456,Easy
63,3904bb98-5e55-47d3-87d9-30be9b6dcb82,4,bf20d0e5-4b79-481a-92d6-3b159ce4d4a0,16,67,99,104,1.04,Medium
64,3904bb98-5e55-47d3-87d9-30be9b6dcb82,14,e4c1ffc2-23bf-4bbc-958a-758263a0dd67,12,28,93,10,0.10638297872340426,Easy
65,90465776-bfd3-4b52-8d4e-fcd1ff432911,3,21f1397e-1a61-401a-bc67-1e74523bf8d8,7,99,88,95,1.0674157303370786,Medium
66,90465776-bfd3-4b52-8d4e-fcd1ff432911,13,ba2adea1-5399-4c45-9c94-9f26f726f62e,18,33,84,42,0.49411764705882355,Easy
67,90465776-bfd3-4b52-8d4e-fcd1ff432911,9,fe8c95dc-f314-472c-a317-83d7bb76fbc9,8,4,66,11,0.16417910447761194,Easy
68,90465776-bfd3-4b52-8d4e-fcd1ff432911,7,295c30fe-615a-4769-bade-21c7e3e975a9,8,47,81,41,0.5,Easy
69,96f024b7-0cf9-40c9-a724-d97cc3ed494f,19,c0969d1b-26f7-4e83-9b27-3a4a0551f760,30,62,98,13,0.13131313131313133,Easy
70,96f024b7-0cf9-40c9-a724-d97cc3ed494f,14,fc70f172-e0d8-4202-a83b-a8d6cc75de10,8,83,53,37,0.6851851851851852,Medium
71,96f024b7-0cf9-40c9-a724-d97cc3ed494f,2,61b6a185-51b2-47f0-bfa2-7c6615e9e145,28,37,90,25,0.27472527472527475,Easy
72,96f024b7-0cf9-40c9-a724-d97cc3ed494f,18,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,25,29,69,119,1.7,Hard
73,5a47f6c3-64a6-423c-ae75-e475fcd8d301,1,8f8ceb3d-7d6a-46cb-8d24-03c5cee108c1,25,45,57,52,0.896551724137931,Medium
74,5a47f6c3-64a6-423c-ae75-e475fcd8d301,22,7fa4b44f-6167-4bfe-b42b-5494a85f17c0,7,32,100,105,1.0396039603960396,Medium
75,5a47f6c3-64a6-423c-ae75-e475fcd8d301,14,c3c774e8-72c0-43bf-8075-97856dc04866,20,30,77,55,0.7051282051282052,Medium
76,5a47f6c3-64a6-423c-ae75-e475fcd8d301,20,55a493f1-a88a-4fe2-b666-b93388223926,28,76,100,105,1.0396039603960396,Medium
